input,Task Priority,Task Complexity,Required Skills,Deadline,NTS_skills,importance
"Design and deploy a machine learning model using Problem Solving and UI/UX Design to predict business outcomes.
The model should be trained on company data, evaluated using appropriate metrics, and visualized via dashboards.
Work with the Communication and Django teams. Target completion date: legal.",medium,5,"Problem Solving, UI/UX Design, Communication, Django",12/8/2025 17:00,"{""ambiguity_tolerance"": 4, ""communication"": 4, ""planning"": 3, ""collaboration"": 4, ""reasoning"": 1, ""risk_awareness"": 2, ""ownership"": 4, ""stakeholder_mgmt"": 4}","{""ambiguity_tolerance"": 3, ""communication"": 4, ""planning"": 2, ""collaboration"": 4, ""reasoning"": 3, ""risk_awareness"": 3, ""ownership"": 2, ""stakeholder_mgmt"": 5}"
"Refactor an existing codebase built with Docker to optimize performance and scalability.
Work will include integrating with Machine Learning and updating deployment using AWS.
Coordinate with stakeholders in the Collaboration department. Deadline: legal.",medium,5,"Docker, Machine Learning, AWS, Collaboration",11/15/2025 17:00,"{""ambiguity_tolerance"": 3, ""communication"": 5, ""planning"": 1, ""collaboration"": 5, ""reasoning"": 4, ""risk_awareness"": 1, ""ownership"": 5, ""stakeholder_mgmt"": 5}","{""ambiguity_tolerance"": 3, ""communication"": 3, ""planning"": 3, ""collaboration"": 5, ""reasoning"": 5, ""risk_awareness"": 4, ""ownership"": 4, ""stakeholder_mgmt"": 4}"
"Develop an interactive dashboard using TypeScript and Marketing to visualize real-time data across departments.
The dashboard should include filtering, drill-downs, and export functionality.
You will coordinate with the Collaboration and Scrum teams to finalize metrics.
The project is due by design.",low,6,"TypeScript, Marketing, Collaboration, Scrum",11/17/2025 17:00,"{""ambiguity_tolerance"": 4, ""communication"": 3, ""planning"": 4, ""collaboration"": 5, ""reasoning"": 5, ""risk_awareness"": 3, ""ownership"": 2, ""stakeholder_mgmt"": 4}","{""ambiguity_tolerance"": 3, ""communication"": 3, ""planning"": 4, ""collaboration"": 5, ""reasoning"": 5, ""risk_awareness"": 3, ""ownership"": 2, ""stakeholder_mgmt"": 5}"
"Design and deploy a machine learning model using NumPy and CSS to predict business outcomes.
The model should be trained on company data, evaluated using appropriate metrics, and visualized via dashboards.
Work with the React and Performance Optimization teams. Target completion date: product.",medium,4,"NumPy, CSS, React, Performance Optimization",11/12/2025 17:00,"{""ambiguity_tolerance"": 2, ""communication"": 2, ""planning"": 2, ""collaboration"": 4, ""reasoning"": 4, ""risk_awareness"": 2, ""ownership"": 2, ""stakeholder_mgmt"": 3}","{""ambiguity_tolerance"": 1, ""communication"": 3, ""planning"": 3, ""collaboration"": 3, ""reasoning"": 4, ""risk_awareness"": 5, ""ownership"": 4, ""stakeholder_mgmt"": 3}"
"Refactor an existing codebase built with Git to optimize performance and scalability.
Work will include integrating with TypeScript and updating deployment using SEO.
Coordinate with stakeholders in the SQL department. Deadline: BI.",high,6,"Git, TypeScript, SEO, SQL",11/11/2025 17:00,"{""ambiguity_tolerance"": 3, ""communication"": 4, ""planning"": 2, ""collaboration"": 5, ""reasoning"": 4, ""risk_awareness"": 2, ""ownership"": 4, ""stakeholder_mgmt"": 3}","{""ambiguity_tolerance"": 4, ""communication"": 5, ""planning"": 4, ""collaboration"": 3, ""reasoning"": 4, ""risk_awareness"": 4, ""ownership"": 5, ""stakeholder_mgmt"": 5}"
"Design and deploy a machine learning model using AWS and DevOps to predict business outcomes.
The model should be trained on company data, evaluated using appropriate metrics, and visualized via dashboards.
Work with the MongoDB and Machine Learning teams. Target completion date: product.",medium,5,"AWS, DevOps, MongoDB, Machine Learning",11/15/2025 17:00,"{""ambiguity_tolerance"": 1, ""communication"": 3, ""planning"": 4, ""collaboration"": 3, ""reasoning"": 4, ""risk_awareness"": 2, ""ownership"": 1, ""stakeholder_mgmt"": 5}","{""ambiguity_tolerance"": 2, ""communication"": 4, ""planning"": 3, ""collaboration"": 4, ""reasoning"": 4, ""risk_awareness"": 5, ""ownership"": 4, ""stakeholder_mgmt"": 5}"
"Build an internal web app using MongoDB, integrated with Docker for authentication and AWS for database storage.
Include user role-based access control and ensure mobile responsiveness.
Collaborate closely with the Azure team. Final submission expected by engineering.",medium,6,"MongoDB, Docker, AWS, Azure",11/21/2025 17:00,"{""ambiguity_tolerance"": 2, ""communication"": 3, ""planning"": 5, ""collaboration"": 3, ""reasoning"": 4, ""risk_awareness"": 2, ""ownership"": 2, ""stakeholder_mgmt"": 3}","{""ambiguity_tolerance"": 3, ""communication"": 4, ""planning"": 5, ""collaboration"": 4, ""reasoning"": 5, ""risk_awareness"": 2, ""ownership"": 2, ""stakeholder_mgmt"": 2}"
"Design and deploy a machine learning model using Power BI and Business Intelligence to predict business outcomes.
The model should be trained on company data, evaluated using appropriate metrics, and visualized via dashboards.
Work with the Flask and SEO teams. Target completion date: marketing.",medium,3,"Power BI, Business Intelligence, Flask, SEO",11/21/2025 17:00,"{""ambiguity_tolerance"": 4, ""communication"": 4, ""planning"": 3, ""collaboration"": 3, ""reasoning"": 4, ""risk_awareness"": 4, ""ownership"": 2, ""stakeholder_mgmt"": 5}","{""ambiguity_tolerance"": 1, ""communication"": 4, ""planning"": 4, ""collaboration"": 5, ""reasoning"": 4, ""risk_awareness"": 4, ""ownership"": 4, ""stakeholder_mgmt"": 5}"
"Build an internal web app using AWS, integrated with Django for authentication and JIRA for database storage.
Include user role-based access control and ensure mobile responsiveness.
Collaborate closely with the Marketing team. Final submission expected by product.",medium,8,"AWS, Django, JIRA, Marketing",11/18/2025 17:00,"{""ambiguity_tolerance"": 3, ""communication"": 2, ""planning"": 5, ""collaboration"": 1, ""reasoning"": 5, ""risk_awareness"": 2, ""ownership"": 5, ""stakeholder_mgmt"": 3}","{""ambiguity_tolerance"": 3, ""communication"": 3, ""planning"": 5, ""collaboration"": 5, ""reasoning"": 5, ""risk_awareness"": 5, ""ownership"": 4, ""stakeholder_mgmt"": 5}"
"Develop a marketing analytics solution with Excel and Collaboration, integrating campaign data from Pandas.
The deliverable includes dashboards, automated reports, and presentation slides.
Sync with the Scrum team regularly. Complete this by sales.",medium,7,"Excel, Collaboration, Pandas, Scrum",11/24/2025 17:00,"{""ambiguity_tolerance"": 3, ""communication"": 5, ""planning"": 2, ""collaboration"": 3, ""reasoning"": 3, ""risk_awareness"": 4, ""ownership"": 2, ""stakeholder_mgmt"": 3}","{""ambiguity_tolerance"": 4, ""communication"": 4, ""planning"": 2, ""collaboration"": 4, ""reasoning"": 4, ""risk_awareness"": 3, ""ownership"": 2, ""stakeholder_mgmt"": 5}"
"Develop an interactive dashboard using Big Data and MongoDB to visualize real-time data across departments.
The dashboard should include filtering, drill-downs, and export functionality.
You will coordinate with the JIRA and UI/UX Design teams to finalize metrics.
The project is due by engineering.",high,9,"Big Data, MongoDB, JIRA, UI/UX Design",11/17/2025 17:00,"{""ambiguity_tolerance"": 2, ""communication"": 4, ""planning"": 5, ""collaboration"": 4, ""reasoning"": 3, ""risk_awareness"": 3, ""ownership"": 5, ""stakeholder_mgmt"": 4}","{""ambiguity_tolerance"": 4, ""communication"": 4, ""planning"": 4, ""collaboration"": 4, ""reasoning"": 5, ""risk_awareness"": 4, ""ownership"": 3, ""stakeholder_mgmt"": 4}"
"Develop an interactive dashboard using SEO and Agile to visualize real-time data across departments.
The dashboard should include filtering, drill-downs, and export functionality.
You will coordinate with the UI/UX Design and Machine Learning teams to finalize metrics.
The project is due by engineering.",high,7,"SEO, Agile, UI/UX Design, Machine Learning",11/28/2025 17:00,"{""ambiguity_tolerance"": 1, ""communication"": 1, ""planning"": 3, ""collaboration"": 3, ""reasoning"": 5, ""risk_awareness"": 3, ""ownership"": 4, ""stakeholder_mgmt"": 2}","{""ambiguity_tolerance"": 3, ""communication"": 3, ""planning"": 4, ""collaboration"": 4, ""reasoning"": 5, ""risk_awareness"": 4, ""ownership"": 5, ""stakeholder_mgmt"": 3}"
"Design and deploy a machine learning model using Scrum and TensorFlow to predict business outcomes.
The model should be trained on company data, evaluated using appropriate metrics, and visualized via dashboards.
Work with the Agile and Node.js teams. Target completion date: product.",high,9,"Scrum, TensorFlow, Agile, Node.js",12/6/2025 17:00,"{""ambiguity_tolerance"": 3, ""communication"": 1, ""planning"": 5, ""collaboration"": 4, ""reasoning"": 5, ""risk_awareness"": 5, ""ownership"": 4, ""stakeholder_mgmt"": 3}","{""ambiguity_tolerance"": 3, ""communication"": 3, ""planning"": 5, ""collaboration"": 3, ""reasoning"": 5, ""risk_awareness"": 5, ""ownership"": 4, ""stakeholder_mgmt"": 3}"
"Build an internal web app using Kubernetes, integrated with CI/CD for authentication and TensorFlow for database storage.
Include user role-based access control and ensure mobile responsiveness.
Collaborate closely with the Docker team. Final submission expected by BI.",medium,4,"Kubernetes, CI/CD, TensorFlow, Docker",12/2/2025 17:00,"{""ambiguity_tolerance"": 4, ""communication"": 3, ""planning"": 5, ""collaboration"": 4, ""reasoning"": 5, ""risk_awareness"": 4, ""ownership"": 3, ""stakeholder_mgmt"": 2}","{""ambiguity_tolerance"": 1, ""communication"": 4, ""planning"": 3, ""collaboration"": 3, ""reasoning"": 4, ""risk_awareness"": 2, ""ownership"": 4, ""stakeholder_mgmt"": 3}"
"Build an internal web app using NLP, integrated with Communication for authentication and Performance Optimization for database storage.
Include user role-based access control and ensure mobile responsiveness.
Collaborate closely with the HTML team. Final submission expected by sales.",medium,3,"NLP, Communication, Performance Optimization, HTML",11/22/2025 17:00,"{""ambiguity_tolerance"": 2, ""communication"": 5, ""planning"": 4, ""collaboration"": 1, ""reasoning"": 5, ""risk_awareness"": 3, ""ownership"": 3, ""stakeholder_mgmt"": 5}","{""ambiguity_tolerance"": 1, ""communication"": 3, ""planning"": 3, ""collaboration"": 3, ""reasoning"": 3, ""risk_awareness"": 3, ""ownership"": 4, ""stakeholder_mgmt"": 4}"
"Build an internal web app using DevOps, integrated with NLP for authentication and Performance Optimization for database storage.
Include user role-based access control and ensure mobile responsiveness.
Collaborate closely with the TensorFlow team. Final submission expected by sales.",medium,4,"DevOps, NLP, Performance Optimization, TensorFlow",11/16/2025 17:00,"{""ambiguity_tolerance"": 4, ""communication"": 2, ""planning"": 2, ""collaboration"": 4, ""reasoning"": 3, ""risk_awareness"": 3, ""ownership"": 3, ""stakeholder_mgmt"": 4}","{""ambiguity_tolerance"": 1, ""communication"": 5, ""planning"": 3, ""collaboration"": 4, ""reasoning"": 5, ""risk_awareness"": 4, ""ownership"": 2, ""stakeholder_mgmt"": 5}"
"Build an internal web app using FastAPI, integrated with PyTorch for authentication and Pandas for database storage.
Include user role-based access control and ensure mobile responsiveness.
Collaborate closely with the Flask team. Final submission expected by engineering.",high,7,"FastAPI, PyTorch, Pandas, Flask",11/28/2025 17:00,"{""ambiguity_tolerance"": 4, ""communication"": 2, ""planning"": 5, ""collaboration"": 5, ""reasoning"": 3, ""risk_awareness"": 2, ""ownership"": 5, ""stakeholder_mgmt"": 3}","{""ambiguity_tolerance"": 2, ""communication"": 4, ""planning"": 5, ""collaboration"": 4, ""reasoning"": 4, ""risk_awareness"": 4, ""ownership"": 4, ""stakeholder_mgmt"": 4}"
"Design and deploy a machine learning model using DevOps and SQL to predict business outcomes.
The model should be trained on company data, evaluated using appropriate metrics, and visualized via dashboards.
Work with the Debugging and NLP teams. Target completion date: engineering.",medium,7,"DevOps, SQL, Debugging, NLP",11/24/2025 17:00,"{""ambiguity_tolerance"": 1, ""communication"": 4, ""planning"": 4, ""collaboration"": 5, ""reasoning"": 5, ""risk_awareness"": 4, ""ownership"": 4, ""stakeholder_mgmt"": 4}","{""ambiguity_tolerance"": 2, ""communication"": 3, ""planning"": 2, ""collaboration"": 4, ""reasoning"": 4, ""risk_awareness"": 4, ""ownership"": 2, ""stakeholder_mgmt"": 5}"
"Develop a marketing analytics solution with Machine Learning and FastAPI, integrating campaign data from PyTorch.
The deliverable includes dashboards, automated reports, and presentation slides.
Sync with the UI/UX Design team regularly. Complete this by product.",high,5,"Machine Learning, FastAPI, PyTorch, UI/UX Design",11/16/2025 17:00,"{""ambiguity_tolerance"": 3, ""communication"": 4, ""planning"": 1, ""collaboration"": 5, ""reasoning"": 5, ""risk_awareness"": 4, ""ownership"": 5, ""stakeholder_mgmt"": 5}","{""ambiguity_tolerance"": 4, ""communication"": 5, ""planning"": 4, ""collaboration"": 4, ""reasoning"": 4, ""risk_awareness"": 5, ""ownership"": 4, ""stakeholder_mgmt"": 5}"
"Develop an interactive dashboard using Marketing and Flask to visualize real-time data across departments.
The dashboard should include filtering, drill-downs, and export functionality.
You will coordinate with the SQL and GraphQL teams to finalize metrics.
The project is due by marketing.",medium,7,"Marketing, Flask, SQL, GraphQL",11/28/2025 17:00,"{""ambiguity_tolerance"": 2, ""communication"": 3, ""planning"": 5, ""collaboration"": 4, ""reasoning"": 4, ""risk_awareness"": 3, ""ownership"": 3, ""stakeholder_mgmt"": 5}","{""ambiguity_tolerance"": 2, ""communication"": 4, ""planning"": 4, ""collaboration"": 4, ""reasoning"": 4, ""risk_awareness"": 4, ""ownership"": 3, ""stakeholder_mgmt"": 5}"
"Refactor an existing codebase built with PyTorch to optimize performance and scalability.
Work will include integrating with Agile and updating deployment using Communication.
Coordinate with stakeholders in the CSS department. Deadline: product.",high,9,"PyTorch, Agile, Communication, CSS",11/18/2025 17:00,"{""ambiguity_tolerance"": 4, ""communication"": 5, ""planning"": 3, ""collaboration"": 5, ""reasoning"": 3, ""risk_awareness"": 5, ""ownership"": 3, ""stakeholder_mgmt"": 4}","{""ambiguity_tolerance"": 4, ""communication"": 5, ""planning"": 5, ""collaboration"": 5, ""reasoning"": 4, ""risk_awareness"": 5, ""ownership"": 5, ""stakeholder_mgmt"": 4}"
"Build an internal web app using Figma, integrated with Scrum for authentication and NLP for database storage.
Include user role-based access control and ensure mobile responsiveness.
Collaborate closely with the Data Analysis team. Final submission expected by sales.",high,4,"Figma, Scrum, NLP, Data Analysis",11/30/2025 17:00,"{""ambiguity_tolerance"": 5, ""communication"": 3, ""planning"": 4, ""collaboration"": 4, ""reasoning"": 4, ""risk_awareness"": 2, ""ownership"": 5, ""stakeholder_mgmt"": 4}","{""ambiguity_tolerance"": 4, ""communication"": 5, ""planning"": 4, ""collaboration"": 4, ""reasoning"": 4, ""risk_awareness"": 3, ""ownership"": 3, ""stakeholder_mgmt"": 5}"
